"radiation flux density","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.5159,1,1.408,0,0.408,0
1.5155,1,1.41,0,0.41,0
1.5151,1,1.412,0,0.412,0
1.511,1,1.414,0,0.414,0
1.5053,1,1.416,0,0.416,0
1.5011,1,1.418,0,0.418,0
1.5002,1,1.42,0,0.42,0
1.4993,1,1.422,0,0.422,0
1.4929,1,1.424,0,0.424,0
1.4838,1,1.426,0,0.426,0
1.4764,1,1.428,0,0.428,0
1.4724,1,1.43,0,0.43,0
1.4684,1,1.432,0,0.432,0
1.465,1,1.434,0,0.434,0
1.4619,1,1.436,0,0.436,0
1.4628,1,1.438,0,0.438,0
1.472,1,1.44,0,0.44,0
1.4812,1,1.442,0,0.442,0
1.4959,1,1.444,0,0.444,0
1.5133,1,1.446,0,0.446,0
1.5382,1,1.448,0,0.448,0
1.5788,1,1.45,0,0.45,0
1.6193,1,1.452,0,0.452,0
1.6703,1,1.454,0,0.454,0
1.7263,1,1.456,0,0.456,0
1.7927,1,1.458,0,0.458,0
1.8808,1,1.46,0,0.46,0
1.9688,1,1.462,0,0.462,0
2.0747,1,1.464,0,0.464,0
2.1892,1,1.466,0,0.466,0
2.3082,1,1.468,0,0.468,0
2.4369,1,1.47,0,0.47,0
2.5655,1,1.472,0,0.472,0
2.6998,1,1.474,0,0.474,0
2.8369,1,1.476,0,0.476,0
2.966,1,1.478,0,0.478,0
3.0785,1,1.48,0,0.48,0
3.191,1,1.482,0,0.482,0
3.2938,1,1.484,0,0.484,0
3.392,1,1.486,0,0.486,0
3.4812,1,1.488,0,0.488,0
3.552,1,1.49,0,0.49,0
3.6228,1,1.492,0,0.492,0
3.6798,1,1.494,0,0.494,0
3.7303,1,1.496,0,0.496,0
3.7741,1,1.498,0,0.498,0
3.8041,1,1.5,0,0.5,0
3.8341,1,1.502,0,0.502,0
3.8501,1,1.504,0,0.504,0
3.8594,1,1.506,0,0.506,0
3.8643,1,1.508,0,0.508,0
3.8604,1,1.51,0,0.51,0
3.8564,1,1.512,0,0.512,0
3.8431,1,1.514,0,0.514,0
3.8254,1,1.516,0,0.516,0
3.8031,1,1.518,0,0.518,0
3.7716,1,1.52,0,0.52,0
3.7401,1,1.522,0,0.522,0
3.6944,1,1.524,0,0.524,0
3.642,1,1.526,0,0.526,0
3.5746,1,1.528,0,0.528,0
3.4764,1,1.53,0,0.53,0
3.3782,1,1.532,0,0.532,0
3.2396,1,1.534,0,0.534,0
3.0816,1,1.536,0,0.536,0
2.9011,1,1.538,0,0.538,0
2.674,1,1.54,0,0.54,0
2.447,1,1.542,0,0.542,0
2.2211,1,1.544,0,0.544,0
1.9959,1,1.546,0,0.546,0
1.7894,1,1.548,0,0.548,0
1.6218,1,1.55,0,0.55,0
1.4541,1,1.552,0,0.552,0
1.3356,1,1.554,0,0.554,0
1.2406,1,1.556,0,0.556,0
1.1618,1,1.558,0,0.558,0
1.117,1,1.56,0,0.56,0
1.0721,1,1.562,0,0.562,0
1.0404,1,1.564,0,0.564,0
1.0149,1,1.566,0,0.566,0
0.99259,1,1.568,0,0.568,0
0.9767,1,1.57,0,0.57,0
0.9608,1,1.572,0,0.572,0
0.94727,1,1.574,0,0.574,0
0.93487,1,1.576,0,0.576,0
0.92339,1,1.578,0,0.578,0
0.91381,1,1.58,0,0.58,0
0.90424,1,1.582,0,0.582,0
0.89526,1,1.584,0,0.584,0
0.88658,1,1.586,0,0.586,0
0.87825,1,1.588,0,0.588,0
0.87067,1,1.59,0,0.59,0
0.86308,1,1.592,0,0.592,0
0.85548,1,1.594,0,0.594,0
0.84788,1,1.596,0,0.596,0
0.84036,1,1.598,0,0.598,0
0.83304,1,1.6,0,0.6,0
0.82572,1,1.602,0,0.602,0
0.81817,1,1.604,0,0.604,0
0.81051,1,1.606,0,0.606,0
0.80285,1,1.608,0,0.608,0
0.79518,1,1.61,0,0.61,0
0.78752,1,1.612,0,0.612,0
0.77989,1,1.614,0,0.614,0
0.77227,1,1.616,0,0.616,0
0.76474,1,1.618,0,0.618,0
0.75737,1,1.62,0,0.62,0
0.75,1,1.622,0,0.622,0
0.74265,1,1.624,0,0.624,0
0.73531,1,1.626,0,0.626,0
0.7281,1,1.628,0,0.628,0
0.72117,1,1.63,0,0.63,0
0.71424,1,1.632,0,0.632,0
0.70661,1,1.634,0,0.634,0
0.69864,1,1.636,0,0.636,0
0.69076,1,1.638,0,0.638,0
0.68304,1,1.64,0,0.64,0
0.67532,1,1.642,0,0.642,0
0.66871,1,1.644,0,0.644,0
0.66263,1,1.646,0,0.646,0
0.65744,1,1.648,0,0.648,0
0.65413,1,1.65,0,0.65,0
0.65081,1,1.652,0,0.652,0
0.65104,1,1.654,0,0.654,0
0.65298,1,1.656,0,0.656,0
0.65603,1,1.658,0,0.658,0
0.66137,1,1.66,0,0.66,0
0.66671,1,1.662,0,0.662,0
0.67372,1,1.664,0,0.664,0
0.68153,1,1.666,0,0.666,0
0.68979,1,1.668,0,0.668,0
0.69898,1,1.67,0,0.67,0
0.70816,1,1.672,0,0.672,0
0.71773,1,1.674,0,0.674,0
0.72747,1,1.676,0,0.676,0
0.73779,1,1.678,0,0.678,0
0.74927,1,1.68,0,0.68,0
0.76076,1,1.682,0,0.682,0
0.77444,1,1.684,0,0.684,0
0.78917,1,1.686,0,0.686,0
0.80637,1,1.688,0,0.688,0
0.82873,1,1.69,0,0.69,0
0.8511,1,1.692,0,0.692,0
0.88398,1,1.694,0,0.694,0
0.92192,1,1.696,0,0.696,0
0.97212,1,1.698,0,0.698,0
1.0478,1,1.7,0,0.7,0
1.1234,1,1.702,0,0.702,0
1.249,1,1.704,0,0.704,0
1.3985,1,1.706,0,0.706,0
1.5719,1,1.708,0,0.708,0
1.7948,1,1.71,0,0.71,0
2.0177,1,1.712,0,0.712,0
2.2435,1,1.714,0,0.714,0
2.4707,1,1.716,0,0.716,0
2.6749,1,1.718,0,0.718,0
2.8312,1,1.72,0,0.72,0
2.9876,1,1.722,0,0.722,0
3.0812,1,1.724,0,0.724,0
3.1448,1,1.726,0,0.726,0
3.1841,1,1.728,0,0.728,0
3.1732,1,1.73,0,0.73,0
3.1622,1,1.732,0,0.732,0
3.1179,1,1.734,0,0.734,0
3.0574,1,1.736,0,0.736,0
2.9801,1,1.738,0,0.738,0
2.8675,1,1.74,0,0.74,0
2.7548,1,1.742,0,0.742,0
2.5953,1,1.744,0,0.744,0
2.4132,1,1.746,0,0.746,0
2.2176,1,1.748,0,0.748,0
1.9939,1,1.75,0,0.75,0
1.7702,1,1.752,0,0.752,0
1.5459,1,1.754,0,0.754,0
1.3215,1,1.756,0,0.756,0
1.1142,1,1.758,0,0.758,0
0.94237,1,1.76,0,0.76,0
0.77056,1,1.762,0,0.762,0
0.64262,1,1.764,0,0.764,0
0.53578,1,1.766,0,0.766,0
0.44162,1,1.768,0,0.768,0
0.37379,1,1.77,0,0.77,0
0.30597,1,1.772,0,0.772,0
0.25515,1,1.774,0,0.774,0
0.21251,1,1.776,0,0.776,0
0.17495,1,1.778,0,0.778,0
0.14795,1,1.78,0,0.78,0
0.12094,1,1.782,0,0.782,0
0.10048,1,1.784,0,0.784,0
0.083165,1,1.786,0,0.786,0
0.068029,1,1.788,0,0.788,0
0.057412,1,1.79,0,0.79,0
0.046796,1,1.792,0,0.792,0
0.038906,1,1.794,0,0.794,0
0.032328,1,1.796,0,0.796,0
0.026572,1,1.798,0,0.798,0
0.022522,1,1.8,0,0.8,0
0.018472,1,1.802,0,0.802,0
0.015479,1,1.804,0,0.804,0
0.012995,1,1.806,0,0.806,0
0.010779,1,1.808,0,0.808,0
0.0091212,1,1.81,0,0.81,0
0.0074636,1,1.812,0,0.812,0
0.006222,1,1.814,0,0.814,0
0.0051808,1,1.816,0,0.816,0
0.0042475,1,1.818,0,0.818,0
0.0035386,1,1.82,0,0.82,0
0.0028297,1,1.822,0,0.822,0
0.0023113,1,1.824,0,0.824,0
0.0018846,1,1.826,0,0.826,0
0.0015164,1,1.828,0,0.828,0
0.00127,1,1.83,0,0.83,0
0.0010235,1,1.832,0,0.832,0
0.00085072,1,1.834,0,0.834,0
0.00071336,1,1.836,0,0.836,0
0.00059989,1,1.838,0,0.838,0
0.00053606,1,1.84,0,0.84,0
0.00047223,1,1.842,0,0.842,0
0.00042966,1,1.844,0,0.844,0
0.00039731,1,1.846,0,0.846,0
0.00037112,1,1.848,0,0.848,0
0.00035773,1,1.85,0,0.85,0
0.00034434,1,1.852,0,0.852,0
0.00033565,1,1.854,0,0.854,0
0.00032922,1,1.856,0,0.856,0
0.0003241,1,1.858,0,0.858,0
0.0003217,1,1.86,0,0.86,0
0.0003193,1,1.862,0,0.862,0
0.00031778,1,1.864,0,0.864,0
0.00031668,1,1.866,0,0.866,0
0.00031581,1,1.868,0,0.868,0
0.00031539,1,1.87,0,0.87,0
0.00031497,1,1.872,0,0.872,0
0.00031471,1,1.874,0,0.874,0
0.00031454,1,1.876,0,0.876,0
0.00031441,1,1.878,0,0.878,0
0.00031434,1,1.88,0,0.88,0
0.00031428,1,1.882,0,0.882,0
0.00031424,1,1.884,0,0.884,0
0.00031422,1,1.886,0,0.886,0
0.00031419,1,1.888,0,0.888,0
0.00031419,1,1.89,0,0.89,0
0.00031418,1,1.892,0,0.892,0
0.00031417,1,1.894,0,0.894,0
0.00031417,1,1.896,0,0.896,0
0.00031416,1,1.898,0,0.898,0
0.00031416,1,1.9,0,0.9,0
0.00031416,1,1.902,0,0.902,0
0.00031416,1,1.904,0,0.904,0
0.00031416,1,1.906,0,0.906,0
0.00031416,1,1.908,0,0.908,0
0.00031416,1,1.91,0,0.91,0
0.00031416,1,1.912,0,0.912,0
0.00031416,1,1.914,0,0.914,0
0.00031416,1,1.916,0,0.916,0
0.00031416,1,1.918,0,0.918,0
0.00031416,1,1.92,0,0.92,0
0.00031416,1,1.922,0,0.922,0
0.00031416,1,1.924,0,0.924,0
0.00031416,1,1.926,0,0.926,0
0.00031416,1,1.928,0,0.928,0
0.00031416,1,1.93,0,0.93,0
0.00031416,1,1.932,0,0.932,0
0.00031416,1,1.934,0,0.934,0
0.00031416,1,1.936,0,0.936,0
0.00031416,1,1.938,0,0.938,0
0.00031416,1,1.94,0,0.94,0
0.00031416,1,1.942,0,0.942,0
0.00031416,1,1.944,0,0.944,0
0.00031416,1,1.946,0,0.946,0
0.00031416,1,1.948,0,0.948,0
0.00031416,1,1.95,0,0.95,0
0.00031416,1,1.952,0,0.952,0
0.00031416,1,1.954,0,0.954,0
0.00031416,1,1.956,0,0.956,0
0.00031416,1,1.958,0,0.958,0
0.00031416,1,1.96,0,0.96,0
0.00031416,1,1.962,0,0.962,0
0.00031416,1,1.964,0,0.964,0
0.00031416,1,1.966,0,0.966,0
0.00031416,1,1.968,0,0.968,0
0.00031416,1,1.97,0,0.97,0
0.00031416,1,1.972,0,0.972,0
0.00031416,1,1.974,0,0.974,0
0.00031416,1,1.976,0,0.976,0
0.00031416,1,1.978,0,0.978,0
0.00031416,1,1.98,0,0.98,0
0.00031416,1,1.982,0,0.982,0
0.00031416,1,1.984,0,0.984,0
0.00031416,1,1.986,0,0.986,0
0.00031416,1,1.988,0,0.988,0
0.00031416,1,1.99,0,0.99,0
0.00031416,1,1.992,0,0.992,0
0.00031416,1,1.994,0,0.994,0
0.00031416,1,1.996,0,0.996,0
0.00031416,1,1.998,0,0.998,0
0.00031416,1,2,0,1,0
